fecha_interaccion,canal,pais,cola,motivo_consulta,resuelto_chatbot,transferido_agente,fcr,tiempo_respuesta_seg,aht_seg,csat,nps,funnel_devoluciones,id_sesion
2025-09-07 22:37:57.132072,App móvil,MX,General,Estado de pedido,1,0,0,14.374881334481604,19.255773296442253,,1.0,,64
2025-09-07 22:38:57.132072,Web,ES,General,Estado de pedido,1,0,1,14.87367823801863,30.67476908688536,5.0,,,201
2025-09-07 22:38:57.132072,App móvil,ES,General,Cambio de dirección,1,0,1,17.485882987594408,33.03971922122799,,,,3
2025-09-07 22:40:57.132072,App móvil,PT,General,Cambio de dirección,1,0,0,12.385732620755888,58.35024690898359,,,,198
2025-09-07 22:44:57.132072,WhatsApp Business,ES,General,Consultar catálogo,1,0,1,16.861169813405834,49.29832774623893,4.77957597892008,10.0,,214
2025-09-07 22:45:57.132072,Voz,PT,Entregas,Incidencia de entrega,1,0,1,12.122071915497518,25.873215055664268,,,,78
2025-09-07 22:54:57.132072,Web,ES,Devoluciones,Devoluciones,0,1,1,5.104023996176375,309.41075338487394,,4.0,Inicio,41
2025-09-07 22:56:57.132072,App móvil,ES,General,Estado de pedido,0,1,1,8.121336474177522,227.1870008338228,4.197443887906487,8.0,,267
2025-09-07 22:57:57.132072,WhatsApp Business,ES,General,Estado de pedido,0,0,1,17.22841959729426,47.4029213369801,,8.0,,298
2025-09-07 23:07:57.132072,App móvil,ES,Devoluciones,Devoluciones,0,0,0,18.9654906664391,15.709838164816432,4.410554423378925,,Inicio,162
2025-09-07 23:09:57.132072,Web,ES,General,Cambio de dirección,1,0,1,9.409242822581325,60.72001284168269,,,,219
2025-09-07 23:12:57.132072,Email,ES,Entregas,Incidencia de entrega,0,1,1,16.940118932508206,165.90469450923132,3.4237356284436835,,,424
2025-09-07 23:13:57.132072,Web,ES,General,Consultar catálogo,1,0,1,14.604914337858364,19.29944974203213,,7.0,,40
2025-09-07 23:14:57.132072,WhatsApp Business,PT,Devoluciones,Devoluciones,0,0,0,19.76008205670102,31.287788044126547,4.066319405787391,,Inicio,171
2025-09-07 23:19:57.132072,Web,PT,General,Estado de pedido,1,0,1,6.021621183740667,44.94921225819782,,,,415
2025-09-07 23:33:57.132072,WhatsApp Business,ES,General,Estado de pedido,1,0,1,7.215009618717687,26.65958414790699,,,,80
2025-09-07 23:40:57.132072,WhatsApp Business,ES,General,Estado de pedido,1,0,1,20.91677555694444,58.758423146720446,,,,204
2025-09-07 23:40:57.132072,Voz,ES,General,Cambio de dirección,0,1,1,11.508750834487426,227.20542381109112,4.139611219645677,,,85
2025-09-07 23:51:57.132072,App móvil,ES,General,Estado de pedido,1,0,1,9.023667204665063,16.0595349853835,,,,180
2025-09-07 23:51:57.132072,Web,ES,General,Estado de pedido,1,0,1,9.456716975232933,16.2671892892826,4.393998998956379,,,140
2025-09-07 23:58:57.132072,Email,MX,General,Estado de pedido,1,0,0,10.777627698633438,54.37730139918271,,,,235
2025-09-07 23:58:57.132072,WhatsApp Business,ES,General,Cambio de dirección,0,1,1,16.264412007197535,308.17930469100565,3.0655367596505,,,237
2025-09-08 00:03:57.132072,WhatsApp Business,ES,General,Estado de pedido,1,0,1,9.966733946660185,28.327637435750702,,,,57
2025-09-08 00:03:57.132072,Web,ES,General,Consultar catálogo,0,1,1,23.794496550062632,304.4977619135377,,5.0,,47
2025-09-08 00:05:57.132072,App móvil,PT,Devoluciones,Devoluciones,1,0,1,7.63706687232212,43.42629360366385,,,Inicio,291
2025-09-08 00:07:57.132072,WhatsApp Business,MX,General,Estado de pedido,0,1,1,7.272089236309283,372.7890154757525,4.2465488742574085,,,226
2025-09-08 00:10:57.132072,Web,ES,General,Cambio de dirección,0,1,0,15.577551068559128,215.22318263918865,,,,387
2025-09-08 00:12:57.132072,WhatsApp Business,ES,General,Estado de pedido,1,0,1,24.11816632913167,44.52443121083488,,6.0,,383
2025-09-08 00:19:57.132072,WhatsApp Business,ES,General,Estado de pedido,1,0,1,19.96652249870867,40.72985749264572,,8.0,,102
2025-09-08 00:21:57.132072,Web,MX,General,Estado de pedido,0,0,1,7.294366588058681,52.09733044482381,,,,75
2025-09-08 00:25:57.132072,WhatsApp Business,PT,General,Estado de pedido,0,1,1,3.328483225114038,201.480285579763,,,,26
2025-09-08 00:25:57.132072,WhatsApp Business,PT,General,Consultar catálogo,1,0,1,13.932770138006584,36.37008181683944,,,,224
2025-09-08 00:28:57.132072,WhatsApp Business,PT,Entregas,Incidencia de entrega,1,0,1,23.504792323232564,42.3502465461356,,,,222
2025-09-08 00:33:57.132072,Email,ES,Devoluciones,Devoluciones,0,1,0,15.217392833819556,270.14242502805297,4.128158624179335,10.0,Inicio,128
2025-09-08 00:34:57.132072,Email,ES,General,Cambio de dirección,0,1,1,16.518473020060668,308.9635280708944,4.853566142064199,,,114
2025-09-08 00:37:57.132072,Voz,ES,Entregas,Incidencia de entrega,0,1,1,16.44761954972198,385.395264976046,,5.0,,100
2025-09-08 00:44:57.132072,Email,ES,Entregas,Incidencia de entrega,1,0,0,11.24557925416154,33.29803111128461,4.49828546142155,9.0,,53
2025-09-08 00:49:57.132072,App móvil,ES,General,Consultar catálogo,1,0,1,18.900502977431437,41.10675271007478,4.618831023150191,9.0,,48
2025-09-08 00:55:57.132072,WhatsApp Business,ES,General,Consultar catálogo,1,0,0,8.027283154338862,56.02334731401933,,0.0,,8
2025-09-08 00:56:57.132072,WhatsApp Business,MX,Entregas,Incidencia de entrega,0,1,0,14.74052744860921,345.0476387014131,,,,207
2025-09-08 00:58:57.132072,Web,PT,Devoluciones,Devoluciones,0,1,1,14.916443342047335,367.0541602241368,,6.0,Inicio,25
2025-09-08 01:03:57.132072,WhatsApp Business,ES,Entregas,Incidencia de entrega,0,1,1,16.702333661327724,165.931859471186,4.534358678290476,7.0,,301
2025-09-08 01:07:57.132072,Web,MX,General,Estado de pedido,1,0,0,9.468517092590975,35.828715170458906,4.609130609625493,,,431
2025-09-08 01:26:57.132072,App móvil,ES,Devoluciones,Devoluciones,1,0,1,3.1012378903622797,25.67721068639412,,,Inicio,116
2025-09-08 01:28:57.132072,Web,ES,General,Consultar catálogo,0,0,0,9.345694850852,74.17759090265089,4.059727263355368,,,246
2025-09-08 01:30:57.132072,App móvil,ES,Entregas,Incidencia de entrega,1,0,1,7.445019052758632,27.6812230844521,,,,407
2025-09-08 01:30:57.132072,Voz,ES,General,Consultar catálogo,0,1,0,12.998778826426028,230.0656489911307,,,,169
2025-09-08 01:32:57.132072,WhatsApp Business,ES,General,Cambio de dirección,0,0,1,17.932505772336178,47.77476624147729,3.6935315766105696,,,233
2025-09-08 01:37:57.132072,WhatsApp Business,MX,Entregas,Incidencia de entrega,0,1,0,15.55027668556171,258.33159503768644,,3.0,,221
2025-09-08 01:40:57.132072,Email,ES,Devoluciones,Devoluciones,1,0,0,9.04707604787691,46.36310538582836,,,Inicio,9
2025-09-08 01:41:57.132072,App móvil,ES,General,Consultar catálogo,0,0,1,23.496892041365484,48.636670924048815,3.926875238583051,,,15
2025-09-08 01:47:57.132072,Voz,PT,General,Estado de pedido,1,0,1,11.379754381584792,52.87359022745893,,7.0,,245
2025-09-08 01:48:57.132072,Web,PT,General,Consultar catálogo,0,1,0,2.8012785842806416,220.636865658642,3.812269084036008,7.0,,239
2025-09-08 01:50:57.132072,Web,PT,General,Cambio de dirección,1,0,1,10.636643457820236,28.220360025254227,3.8117057467519455,,,184
2025-09-08 01:52:57.132072,Web,ES,Devoluciones,Devoluciones,0,1,1,10.679611556266172,266.1809276209865,4.022555485593048,7.0,Inicio,330
2025-09-08 01:53:57.132072,App móvil,ES,Entregas,Incidencia de entrega,0,0,1,10.496522020554538,40.6599726003794,3.160335873799235,,,339
2025-09-08 01:58:57.132072,App móvil,PT,Devoluciones,Devoluciones,1,0,1,12.138657823495423,38.84007389443222,,,Inicio,248
2025-09-08 02:08:57.132072,WhatsApp Business,PT,General,Cambio de dirección,1,0,1,15.014852096367996,23.67273865239038,,,,436
2025-09-08 02:14:57.132072,WhatsApp Business,PT,General,Estado de pedido,0,1,1,11.65094715568584,94.91187813893104,,,,163
2025-09-08 02:17:57.132072,WhatsApp Business,PT,General,Cambio de dirección,1,0,1,10.41250277789218,30.706056502809155,,,,105
2025-09-08 02:24:57.132072,Web,MX,General,Consultar catálogo,1,0,1,17.77792177269111,46.15003748967226,,,,315
2025-09-08 02:25:57.132072,Web,MX,General,Estado de pedido,0,0,0,7.434558119983664,52.67991526040611,,,,420
2025-09-08 02:25:57.132072,Email,ES,General,Consultar catálogo,1,0,1,6.157301258137839,46.72332108887254,,,,426
2025-09-08 02:28:57.132072,App móvil,MX,General,Estado de pedido,1,0,1,11.951945388582075,44.73220560536516,,,,434
2025-09-08 02:29:57.132072,Web,ES,General,Consultar catálogo,1,0,1,12.979825919408064,36.87867357511191,4.531475551264333,5.0,,28
2025-09-08 02:30:57.132072,Voz,MX,Devoluciones,Devoluciones,0,0,1,13.22367207935974,38.531955220603336,4.532039485593411,,Inicio,131
2025-09-08 02:31:57.132072,WhatsApp Business,MX,Devoluciones,Devoluciones,0,0,0,14.135071980179042,18.870290335718348,3.882860074353224,,Inicio,93
2025-09-08 02:32:57.132072,Email,PT,General,Consultar catálogo,1,0,1,8.691978536193307,46.08421401584138,,,,365
2025-09-08 02:34:57.132072,WhatsApp Business,ES,General,Consultar catálogo,1,0,1,6.643285833025965,19.95244977989176,4.507359853795446,,,174
2025-09-08 02:39:57.132072,Web,MX,General,Consultar catálogo,0,1,0,9.43171017217112,289.9793626391725,,,,43
2025-09-08 02:41:57.132072,WhatsApp Business,MX,General,Estado de pedido,0,1,0,8.671608706280846,170.3329538124633,,7.0,,304
2025-09-08 02:42:57.132072,Web,ES,General,Consultar catálogo,0,0,1,18.517198479322293,72.01248879967017,,,,393
2025-09-08 02:44:57.132072,Web,PT,General,Consultar catálogo,1,0,1,11.273659323923374,11.334752031009788,5.0,,,338
2025-09-08 02:51:57.132072,WhatsApp Business,MX,General,Consultar catálogo,1,0,1,15.1452582307085,28.165105786023027,5.0,10.0,,287
2025-09-08 02:52:57.132072,Voz,PT,General,Estado de pedido,1,0,1,18.814700074390736,45.3541517521666,4.802283910563464,7.0,,449
2025-09-08 02:53:57.132072,WhatsApp Business,ES,General,Consultar catálogo,1,0,1,8.699456912946735,31.483657711889624,,,,386
2025-09-08 02:56:57.132072,Web,PT,General,Estado de pedido,1,0,1,18.20001682120967,15.842061649810226,,,,306
2025-09-08 03:04:57.132072,App móvil,ES,General,Estado de pedido,0,1,1,19.53349496405527,233.3865970542633,,7.0,,160
2025-09-08 03:06:57.132072,Web,ES,Entregas,Incidencia de entrega,0,1,0,10.026065725158269,294.0414256584751,,,,389
2025-09-08 03:07:57.132072,App móvil,ES,General,Consultar catálogo,0,1,0,14.5795636915727,257.8874014662231,,,,377
2025-09-08 03:15:57.132072,App móvil,ES,General,Consultar catálogo,1,0,1,13.573242354456266,31.012530256558897,4.915850039416164,,,158
2025-09-08 03:18:57.132072,WhatsApp Business,ES,General,Consultar catálogo,0,1,0,17.12017245781512,352.0684702806896,3.609844807783508,5.0,,256
2025-09-08 03:18:57.132072,WhatsApp Business,MX,General,Cambio de dirección,0,0,0,10.047459397417796,34.22348347971872,,,,135
2025-09-08 03:21:57.132072,Voz,ES,General,Cambio de dirección,1,0,1,15.66303284445946,16.33207854725095,,,,309
2025-09-08 03:21:57.132072,WhatsApp Business,ES,General,Estado de pedido,0,1,0,10.645992591606005,216.68664051777412,,,,107
2025-09-08 03:28:57.132072,Voz,ES,Entregas,Incidencia de entrega,1,0,1,12.496022730841602,17.383471050037198,4.462823214540813,,,205
2025-09-08 03:31:57.132072,Voz,PT,General,Consultar catálogo,1,0,1,10.090295771996995,60.36148588502685,4.931177404872225,7.0,,45
2025-09-08 03:33:57.132072,Web,ES,General,Estado de pedido,1,0,1,13.04338925233748,61.3141571391879,5.0,,,138
2025-09-08 03:35:57.132072,WhatsApp Business,PT,General,Estado de pedido,1,0,0,12.123534147706012,56.23913139629772,,,,81
2025-09-08 03:35:57.132072,WhatsApp Business,MX,Devoluciones,Devoluciones,0,1,0,12.857847062519896,220.6127703352072,,5.0,Inicio,458
2025-09-08 03:36:57.132072,Voz,ES,Entregas,Incidencia de entrega,1,0,1,13.394335701219164,43.43715539021876,,,,404
2025-09-08 03:38:57.132072,Email,MX,General,Consultar catálogo,0,1,1,7.554724060219123,267.35859369678724,,,,322
2025-09-08 03:40:57.132072,App móvil,PT,Entregas,Incidencia de entrega,0,0,0,7.154864398336227,49.58219443787682,4.223943197965436,,,151
2025-09-08 04:00:57.132072,App móvil,PT,General,Consultar catálogo,0,1,1,14.489621820094444,194.5188998159332,4.451884760307868,7.0,,328
2025-09-08 04:01:57.132072,Email,ES,General,Estado de pedido,0,1,1,18.3697616448601,274.33964620323826,4.19501804126842,,,234
2025-09-08 04:01:57.132072,App móvil,PT,General,Estado de pedido,1,0,1,10.898442705188074,53.30938061279041,4.270805348046884,,,331
2025-09-08 04:02:57.132072,App móvil,MX,General,Consultar catálogo,1,0,1,10.435052504087777,17.64996258541153,,,,186
2025-09-08 04:05:57.132072,Web,PT,General,Cambio de dirección,0,1,1,20.36863660067416,324.1688316240204,3.863603177938203,,,38
2025-09-08 04:06:57.132072,Email,MX,General,Consultar catálogo,0,0,0,12.567445055528502,42.81339693078006,3.5726390022577297,,,156
2025-09-08 04:10:57.132072,WhatsApp Business,PT,Entregas,Incidencia de entrega,1,0,1,17.132487311008816,37.76720126047663,,,,166
2025-09-08 04:21:57.132072,WhatsApp Business,ES,Entregas,Incidencia de entrega,1,0,1,7.256174925395059,48.68105868615218,,,,336
2025-09-08 04:22:57.132072,WhatsApp Business,ES,General,Estado de pedido,0,1,0,14.73758035094955,200.53463634503572,4.027674077691091,,,395
2025-09-08 04:27:57.132072,WhatsApp Business,MX,Entregas,Incidencia de entrega,1,0,1,6.5983088828163545,13.115276704882572,,3.0,,319
2025-09-08 04:32:57.132072,WhatsApp Business,ES,Devoluciones,Devoluciones,0,0,0,9.793973326003249,45.11439048156928,4.427231533784558,,Inicio,442
2025-09-08 04:44:57.132072,Email,ES,Devoluciones,Devoluciones,0,0,0,12.903256405544688,26.896157155445685,,6.0,Inicio,382
2025-09-08 04:45:57.132072,Email,ES,General,Cambio de dirección,0,1,0,18.671324790786137,391.9164696269952,3.997778652828362,,,269
2025-09-08 04:51:57.132072,WhatsApp Business,ES,General,Estado de pedido,1,0,1,9.35070092489338,42.91754994264335,,,,367
2025-09-08 04:57:57.132072,Web,ES,General,Estado de pedido,1,0,1,17.8018806171994,34.05210560602447,4.968129319499192,,,370
2025-09-08 04:59:57.132072,Voz,ES,Devoluciones,Devoluciones,0,0,0,10.47726956987676,43.26577019539273,,,Inicio,71
2025-09-08 05:02:57.132072,App móvil,ES,General,Consultar catálogo,1,0,1,6.920340032597554,45.1854362594822,,,,396
2025-09-08 05:06:57.132072,App móvil,ES,Entregas,Incidencia de entrega,0,0,0,19.49428488278007,39.15787958502796,4.497855818572767,5.0,,146
2025-09-08 05:06:57.132072,Web,ES,Entregas,Incidencia de entrega,1,0,1,7.419361282684632,33.096645639836694,,,,384
2025-09-08 05:10:57.132072,App móvil,PT,Devoluciones,Devoluciones,1,0,1,9.156779710565866,79.0421991761387,,,Inicio,11
2025-09-08 05:12:57.132072,Web,PT,General,Cambio de dirección,1,0,1,5.965791346165144,49.17211347568475,,,,212
2025-09-08 05:13:57.132072,App móvil,MX,General,Consultar catálogo,0,1,0,18.2200119000748,180.14921838358325,4.07195377306976,10.0,,459
2025-09-08 05:17:57.132072,App móvil,ES,General,Estado de pedido,0,1,0,5.732725983647409,263.11689474228245,,,,213
2025-09-08 05:17:57.132072,Web,ES,General,Consultar catálogo,1,0,1,10.146751068825427,55.809200487320055,4.668942869090992,,,103
2025-09-08 05:18:57.132072,App móvil,PT,Entregas,Incidencia de entrega,1,0,1,15.074452711411606,54.63567892422924,4.297469031702068,,,73
2025-09-08 05:24:57.132072,Email,PT,General,Consultar catálogo,1,0,1,15.896218950845045,28.87184422111624,,4.0,,344
2025-09-08 05:24:57.132072,WhatsApp Business,ES,General,Consultar catálogo,1,0,1,2.366759659414946,60.47932626284722,,,,374
2025-09-08 05:28:57.132072,App móvil,MX,General,Cambio de dirección,1,0,0,14.178703622054572,19.15060128619287,,,,193
2025-09-08 05:33:57.132072,Email,ES,General,Cambio de dirección,1,0,0,17.106254952813586,35.89543411064152,,,,372
2025-09-08 05:36:57.132072,Web,ES,General,Consultar catálogo,1,0,1,6.086872101351036,46.84404193402087,,,,467
2025-09-08 05:39:57.132072,WhatsApp Business,ES,General,Estado de pedido,0,1,0,11.47568871760905,132.74150775641033,3.8440499410832527,,,12
2025-09-08 05:40:57.132072,Email,ES,General,Consultar catálogo,1,0,1,11.387559972994762,37.58827201408995,4.728018525058174,,,113
2025-09-08 05:40:57.132072,WhatsApp Business,ES,General,Estado de pedido,1,0,1,15.279914832835464,18.70796811855164,4.791877161082402,,,230
2025-09-08 05:48:57.132072,Web,ES,General,Estado de pedido,1,0,0,21.7332214812258,32.493839132363746,4.721438053537332,,,335
2025-09-08 05:50:57.132072,Web,ES,General,Cambio de dirección,1,0,1,18.35407753155636,48.89449764369044,4.420614523450302,5.0,,300
2025-09-08 05:50:57.132072,App móvil,ES,General,Estado de pedido,1,0,1,15.295541274106691,47.27559690418797,,8.0,,281
2025-09-08 05:52:57.132072,WhatsApp Business,ES,General,Estado de pedido,1,0,1,6.579658245666355,29.848225205497087,3.85167054211196,,,437
2025-09-08 05:53:57.132072,Web,PT,General,Estado de pedido,1,0,0,16.58875301126851,27.90113717835664,,9.0,,462
2025-09-08 05:56:57.132072,Web,ES,General,Estado de pedido,1,0,1,13.97741707628173,39.10392237072468,4.59668854168373,,,84
2025-09-08 05:57:57.132072,WhatsApp Business,ES,General,Estado de pedido,0,1,0,2.0991437368892925,254.85679056637952,4.664165564920707,5.0,,405
2025-09-08 05:59:57.132072,App móvil,ES,General,Estado de pedido,1,0,1,9.87258675906905,50.39184404853267,,,,411
2025-09-08 06:01:57.132072,Voz,ES,Devoluciones,Devoluciones,1,0,1,17.886220319371226,44.73686302885797,,,Inicio,189
2025-09-08 06:05:57.132072,App móvil,ES,Entregas,Incidencia de entrega,0,1,0,18.59249195413721,156.35624619499168,,,,172
2025-09-08 06:06:57.132072,Web,ES,Devoluciones,Devoluciones,0,1,0,18.2825089450813,102.9238633635137,,,Inicio,334
2025-09-08 06:07:57.132072,WhatsApp Business,ES,General,Cambio de dirección,1,0,1,14.592524566577604,69.27980694315207,4.460219030774788,7.0,,412
2025-09-08 06:12:57.132072,App móvil,PT,Devoluciones,Devoluciones,1,0,1,21.25995223150437,48.49412208232306,,,Inicio,394
2025-09-08 06:16:57.132072,Web,MX,General,Estado de pedido,1,0,1,18.688735555541584,56.527787792998765,4.296664990207798,,,62
2025-09-08 06:19:57.132072,App móvil,ES,General,Estado de pedido,1,0,1,7.563459155486415,35.083857847432526,4.41655549638974,,,263
2025-09-08 06:21:57.132072,Web,PT,General,Cambio de dirección,0,1,0,18.969326437038045,167.61413386071473,4.788892512594984,7.0,,433
2025-09-08 06:23:57.132072,Voz,ES,Entregas,Incidencia de entrega,0,1,0,13.546058016912568,232.8814050075666,4.299513336033978,,,181
2025-09-08 06:30:57.132072,Web,MX,General,Consultar catálogo,1,0,1,16.801190791087983,45.75300681245671,5.0,7.0,,37
2025-09-08 06:34:57.132072,App móvil,ES,General,Estado de pedido,0,1,0,17.261100115260252,149.88668586392123,,6.0,,274
2025-09-08 06:38:57.132072,Email,ES,General,Estado de pedido,1,0,1,8.987107669603722,39.51509316261597,,,,429
2025-09-08 06:43:57.132072,App móvil,ES,General,Consultar catálogo,1,0,1,11.702756711780154,56.49490362680294,4.740171285824743,,,363
2025-09-08 06:45:57.132072,Web,ES,General,Consultar catálogo,1,0,1,12.54146577324883,46.47400255178524,,,,398
2025-09-08 06:48:57.132072,WhatsApp Business,ES,Entregas,Incidencia de entrega,0,0,0,11.981151706238284,51.02822468359396,3.721720605149312,,,79
2025-09-08 06:50:57.132072,Web,PT,General,Cambio de dirección,0,1,0,6.40339745186761,301.1848263780044,4.585052710859332,,,251
2025-09-08 06:53:57.132072,Voz,MX,General,Consultar catálogo,1,0,0,20.467691696461365,39.13845478427376,,,,294
2025-09-08 06:53:57.132072,App móvil,PT,General,Estado de pedido,1,0,1,24.970676351656028,25.541308204859615,4.18059133136147,,,264
2025-09-08 06:53:57.132072,Web,MX,General,Consultar catálogo,0,1,0,13.820658690210935,201.0090515593867,,,,148
2025-09-08 07:02:57.132072,Web,ES,General,Consultar catálogo,1,0,0,4.2026398493919785,45.200592864961294,,,,50
2025-09-08 07:05:57.132072,Web,ES,General,Estado de pedido,1,0,0,9.036922652637122,16.716998158979422,,,,27
2025-09-08 07:11:57.132072,WhatsApp Business,PT,General,Consultar catálogo,1,0,1,6.30330606374146,30.825099146477896,,,,143
2025-09-08 07:14:57.132072,Web,ES,General,Estado de pedido,1,0,1,12.380045201889477,41.86769437395095,,,,209
2025-09-08 07:18:57.132072,App móvil,PT,General,Cambio de dirección,1,0,1,6.730416281708834,34.7242191974525,,,,320
2025-09-08 07:20:57.132072,Web,ES,General,Consultar catálogo,1,0,0,9.927672118918125,40.63591011942844,,7.0,,196
2025-09-08 07:22:57.132072,WhatsApp Business,PT,Devoluciones,Devoluciones,1,0,1,6.166836054876545,9.367662393921083,,,Inicio,90
2025-09-08 07:23:57.132072,Email,ES,Devoluciones,Devoluciones,1,0,1,12.716601675063687,33.184252116526025,,,Inicio,18
2025-09-08 07:26:57.132072,WhatsApp Business,MX,Devoluciones,Devoluciones,1,0,1,14.62011242179688,43.48812049396109,,,Inicio,92
2025-09-08 07:27:57.132072,WhatsApp Business,PT,General,Estado de pedido,1,0,1,13.541966456589437,32.76652860428918,,,,444
2025-09-08 07:29:57.132072,Web,MX,General,Cambio de dirección,0,0,1,20.62598328588428,27.72022264523849,,,,124
2025-09-08 07:32:57.132072,WhatsApp Business,MX,General,Consultar catálogo,0,1,0,18.261781775873885,129.32314797592102,,,,247
2025-09-08 07:41:57.132072,Web,ES,General,Cambio de dirección,1,0,1,18.850677863649835,57.61412787267668,,,,77
2025-09-08 07:50:57.132072,Voz,ES,General,Estado de pedido,1,0,1,15.058811424672117,22.94068368491347,5.0,,,72
2025-09-08 07:51:57.132072,Voz,MX,General,Consultar catálogo,1,0,1,20.96560242575778,30.774298683584536,,,,147
2025-09-08 07:51:57.132072,App móvil,MX,General,Estado de pedido,0,0,1,17.505259661368314,33.149073271515,4.893290065470562,,,343
2025-09-08 07:52:57.132072,WhatsApp Business,ES,Entregas,Incidencia de entrega,0,1,0,11.03491178916233,76.66104481980301,,4.0,,303
